fixture_id,season,match_date,home_team_id,away_team_id,home_form_last_5_points,home_form_last_5_wins,home_form_last_5_draws,home_form_last_5_losses,home_form_last_5_goals_scored,home_form_last_5_goals_conceded,home_form_last_5_goal_diff,home_form_last_5_clean_sheets,home_form_last_5_failed_to_score,home_form_last_5_games_played,away_form_last_5_points,away_form_last_5_wins,away_form_last_5_draws,away_form_last_5_losses,away_form_last_5_goals_scored,away_form_last_5_goals_conceded,away_form_last_5_goal_diff,away_form_last_5_clean_sheets,away_form_last_5_failed_to_score,away_form_last_5_games_played,home_form_last_3_points,home_form_last_3_wins,home_form_last_3_goals_scored,home_form_last_3_goals_conceded,home_form_last_3_games_played,away_form_last_3_points,away_form_last_3_wins,away_form_last_3_goals_scored,away_form_last_3_goals_conceded,away_form_last_3_games_played,form_points_diff,form_goals_scored_diff,form_goal_diff_diff,h2h_games_played,h2h_home_wins,h2h_away_wins,h2h_draws,h2h_home_goals_scored,h2h_away_goals_scored,h2h_home_win_pct,h2h_avg_total_goals,h2h_home_as_home_wins,h2h_home_as_home_games,home_position,away_position,position_diff,home_points,away_points,points_diff,home_ppg,away_ppg,ppg_diff,home_season_goals_for,away_season_goals_for,home_season_goals_against,away_season_goals_against,home_avg_goals_scored,away_avg_goals_scored,home_avg_goals_conceded,away_avg_goals_conceded,home_goal_diff,away_goal_diff,goal_diff_diff,home_games_played,away_games_played,home_win_pct,away_win_pct,home_goals_scored_avg,home_goals_conceded_avg,home_total_goals_avg,home_over_2_5_pct,home_over_1_5_pct,home_over_3_5_pct,home_btts_pct,home_clean_sheet_pct,home_failed_to_score_pct,home_scored_first_half_pct,home_conceded_first_half_pct,home_games_analyzed,away_goals_scored_avg,away_goals_conceded_avg,away_total_goals_avg,away_over_2_5_pct,away_over_1_5_pct,away_over_3_5_pct,away_btts_pct,away_clean_sheet_pct,away_failed_to_score_pct,away_scored_first_half_pct,away_conceded_first_half_pct,away_games_analyzed,home_home_goals_scored_avg,home_home_goals_conceded_avg,home_home_total_goals_avg,home_home_over_2_5_pct,home_home_btts_pct,home_home_clean_sheet_pct,home_home_failed_to_score_pct,away_away_goals_scored_avg,away_away_goals_conceded_avg,away_away_total_goals_avg,away_away_over_2_5_pct,away_away_btts_pct,away_away_clean_sheet_pct,away_away_failed_to_score_pct,h2h_total_goals_avg,h2h_over_2_5_pct,h2h_btts_pct,h2h_home_team_goals_avg,h2h_away_team_goals_avg,combined_goals_avg,combined_conceded_avg,combined_total_goals_avg,expected_total_goals,both_over_2_5_pct,both_btts_pct,btts_potential,outcome,outcome_encoded,over_2_5,over_1_5,over_3_5,btts,home_score,away_score,total_goals,home_form_last_5_avg_points,home_form_last_5_avg_goals_scored,home_form_last_5_avg_goals_conceded,away_form_last_5_avg_points,away_form_last_5_avg_goals_scored,away_form_last_5_avg_goals_conceded,home_form_last_3_avg_points,home_form_last_3_avg_goals_scored,away_form_last_3_avg_points,away_form_last_3_avg_goals_scored,h2h_goal_diff,h2h_away_win_pct,h2h_draw_pct,h2h_avg_home_goals,h2h_avg_away_goals,h2h_home_as_home_win_pct
391,2022,2022-08-13 11:30:00,20,9,0.0,0.0,0.0,1.0,0.0,2.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,-2.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,0.0,0.0,0.0,home_win,0,1,1,0,1,2,1,3,0.0,0.0,2.0,0.0,0.0,1.0,,,,,,,,,,
396,2022,2022-08-13 14:00:00,15,2,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,,,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,2.5,0.5,0.5,0.5,draw,1,0,0,0,0,0,0,0,3.0,2.0,1.0,3.0,2.0,0.0,,,,,,,,,,
392,2022,2022-08-13 14:00:00,5,4,0.0,0.0,0.0,1.0,1.0,2.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,4.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,-1.0,0.0,-1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,3.5,1.0,1.0,1.0,draw,1,0,0,0,0,0,0,0,0.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,
393,2022,2022-08-13 14:00:00,7,38,0.0,0.0,0.0,1.0,1.0,4.0,-3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,14.0,0.0,3.0,-3.0,0.0,3.0,-3.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,-3.0,1.0,-4.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,4.0,1.0,1.0,1.0,draw,1,1,1,1,1,2,2,4,0.0,1.0,4.0,3.0,2.0,1.0,,,,,,,,,,
394,2022,2022-08-13 14:00:00,8,10,3.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,-10.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,3.0,0.5,0.5,0.5,home_win,0,1,1,1,1,4,2,6,3.0,2.0,0.0,1.0,2.0,2.0,,,,,,,,,,
395,2022,2022-08-13 14:00:00,14,3,3.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,home_win,0,1,1,1,0,4,0,4,3.0,2.0,0.0,3.0,2.0,0.0,,,,,,,,,,
397,2022,2022-08-13 16:30:00,17,1,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,-4.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,3.5,1.0,1.0,1.0,home_win,0,1,1,1,0,4,0,4,1.0,2.0,2.0,0.0,1.0,2.0,,,,,,,,,,
398,2022,2022-08-14 13:00:00,19,12,0.0,0.0,0.0,1.0,0.0,2.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,-2.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,home_win,0,0,0,0,0,1,0,1,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,
399,2022,2022-08-14 15:30:00,13,11,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,4.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,-2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,3.0,0.5,0.5,0.5,draw,1,1,1,1,1,2,2,4,3.0,1.0,0.0,3.0,4.0,1.0,,,,,,,,,,
400,2022,2022-08-15 19:00:00,6,16,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,-5.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,-2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,3.0,0.5,0.5,0.5,draw,1,0,1,0,1,1,1,2,1.0,2.0,2.0,0.0,0.0,2.0,,,,,,,,,,
